,Country,Population_Growth_Rate,Exports of goods and services_Growth_Rate,Imports of goods and services_Growth_Rate,Gross capital formation_Growth_Rate,Final consumption expenditure_Growth_Rate,Government_Expenditure_Growth_Rate,GDP_Growth_Rate
0,Albania,2.7349013227818597,2.93294782220039,2.88224335196671,2.83211493909858,2.87713002747964,2.864116935031636,2.8723085414705802
2,Albania,2.6582669801818297,2.7308543104871803,2.88417114509658,3.03168016987427,2.8469757072946797,2.8255277194582096,2.87867577258942
3,Albania,2.57955369626525,2.97109133097133,2.8163462912005697,2.67207087215741,2.9060704025102,2.988045346936352,2.8571301140353196
4,Albania,2.5013034471341897,3.09702111369543,2.9462501285659504,2.7928265522078504,2.8783529074331002,2.778892771239816,2.8811232279361003
5,Albania,2.39377658839856,2.12589577969026,2.88996054847336,3.6314319361142795,2.75651060811203,2.709687057251186,2.89778202095636
6,Albania,2.2566296673005097,3.69573560508669,2.6130720339296403,1.6001390538473002,3.0835046348047994,3.4763351622352223,2.7925473217498
7,Albania,2.1089485889948603,3.47381275125933,3.3368298577783597,3.15753904810929,2.79541777732836,2.154393639154595,2.9531698054046296
8,Albania,1.9570368833105,-19.5448930720612,-16.7184347660908,-13.932824425578199,-16.9866588045104,-16.897309732985388,-16.53499861505
9,Albania,1.8308182429642001,-4.3735114054437,-10.3250602732926,-15.6947352718534,-8.31459212988166,-6.800580839091164,-9.71496193478891
10,Albania,1.7248137185546397,2.84315724558761,5.53368210040228,8.06420786848984,1.9408866896551698,-1.720429894939679,3.43806336554031
11,Albania,1.6304698353055,-13.2257781870222,0.9029093984379121,15.083996478322899,1.1694210690218898,3.5740335495448416,2.93165690698731
12,Albania,1.53664088828706,-5.05410021654481,-10.3151884947417,-8.37430855612344,4.94841421616787,3.3098592934437616,1.09451533195314
13,Albania,1.41892042872997,-5.53652864222338,-8.70023012466743,-12.2086198201897,3.64099768896077,5.862303873492224,-1.2860389749695
14,Albania,1.27721901596755,-4.7680164616640495,0.5096426599165089,8.34765992199662,0.5533110836413161,0.9658724398159179,2.13900499375159
15,Albania,2.07934168315349,-2.53395771217177,-10.766232177411199,-15.074047942550699,8.72565284949105,6.058673660714287,2.3137162075884
16,Albania,0.782752814055509,9.5838494855317,22.6191120018556,8.30270857552475,4.30677862376394,1.476620742976631,3.45662027577968
17,Albania,0.587278223019849,30.881952744167,26.4879931652878,29.712921251211,14.6576695539559,11.31282699333096,19.5166037259923
18,Albania,0.39254374071882003,-39.5196802900707,-15.9749904579573,-43.813475408985205,-13.321618210511,-15.499047595482294,-27.029821483363104
19,Albania,-0.7203194109010258,25.485879550135003,139.919278058777,-16.9774737784256,97.6341904082279,32.03877883386112,49.1152380844353
20,Albania,-0.538374135787544,-38.9591467829757,-25.1346241420011,-15.833351629855,-29.359573652522897,-22.531997940987782,-30.471777020265797
21,Albania,-0.6621346219510601,30.0411960654352,18.3946342393919,47.3129251525033,11.3248372555323,18.04505292607854,14.843412064409803
22,Albania,-0.7399042440461959,83.8827209191153,17.2509816780773,40.0313192746714,14.0451802037356,22.520687789826237,26.099239160276298
23,Albania,-7.99720097498332,457.714593461486,457.92097693272797,488.63669056324994,268.496907018056,298.5355437806203,299.83460125565
24,Albania,-0.7164711458422559,-6.72679828383706,-10.614026236682099,-9.68868805982001,-7.999912558790469,0.08176259592087565,-6.49886490354939
25,Albania,-0.584943189670439,9.77110518505273,-3.53629908691864,-13.14965871819,-3.8864787451239198,-0.546320894913066,-0.9735972903409208
26,Albania,-0.437461535477978,12.9572433962153,15.677862228876,12.022024953313197,8.09022254323763,6.307245232658553,8.08190843162375
27,Albania,-0.291692838925294,-5.423932686071,-12.5283992119099,-13.8158286814008,-4.924689677527019,-5.556666776089458,-4.4302174467966395
28,Albania,-0.179068271031701,3.6295805521588203,2.3641138670997996,2.69488068472358,6.32481094561745,5.433222752382827,3.70543263494569
29,Albania,-0.10086546168462901,1.01921076600752,4.06103571612912,-5.238624302048731,4.88420409017729,7.541456400659353,3.5374875542281496
30,Albania,-0.0562046695990692,-16.8047148549722,-18.773485824355102,-13.435582819051099,-14.3244328358207,-16.484519048752265,-13.919578228120502
31,Albania,-0.0491937327600777,10.7008677898535,7.2033187225170705,1.76500119160678,4.64861760100971,5.654098064001789,4.1664593744553
32,Albania,-0.0592836741161173,19.583858290388697,11.6639337389481,9.020561099009882,8.42831147762495,11.99727144042171,9.76594380065478
33,Albania,-0.0813376606913718,16.4191527563829,12.9451125189849,11.103146791698599,15.5012578554095,14.266625256088213,16.4113244716465
34,Albania,-0.108793390923156,0.757545449506502,1.0321306207401402,-2.1957426475689097,2.6903509484074104,2.163075321740404,1.6190220956773897
35,Albania,-0.24475596257745802,-28.7443562613689,-18.6326659108026,-0.9521549331991109,-0.601527332904217,2.7989142838136027,-1.7527779342383
36,Algeria,2.3350153941054703,48.0260832496054,23.086229922867304,28.817177038329998,28.6583534772929,28.27095457378537,33.7968246017298
38,Algeria,2.40115686229427,60.5369633717276,59.229499707978704,50.9662393381775,19.951383491659602,12.105820538574742,28.6102460184461
39,Algeria,2.48289838500321,117.884611220951,69.9124058593398,55.332371488271505,20.5028117526834,24.916714674293594,43.6653024649264
40,Algeria,3.7686749328641405,2.44988628362961,42.7950228063595,33.4933028792805,31.8417531577185,42.31593127806414,17.313900311194402
41,Algeria,4.93379456971239,11.5594496507128,-1.5782473794193,8.779247098529769,8.6990766393364,10.022282334957168,14.1074138588044
42,Algeria,3.84034050813926,9.44172457517491,33.1844297179144,28.3655225725907,24.9237037551917,25.85654807836275,18.2585956064645
43,Algeria,2.9091129596306495,5.09191782331659,20.7299931944444,39.9346946787729,21.7960536668991,31.708669697347048,25.6435513013449
44,Algeria,3.03037916319417,53.9006151139322,3.23707515281035,2.56504803818098,19.4124834682614,23.24257470746025,25.8881223721294
45,Algeria,3.15075465758454,40.40291897512321,17.7257603974129,17.162284894642,22.3088855044226,28.393153542432195,27.2601629259393
46,Algeria,3.26573806238392,5.45585645144262,6.4712065571409,-0.8303407607861741,9.09659058263341,4.840760753666706,4.76277090563566
47,Algeria,3.35242122813401,-8.800418717133551,-4.182794201158799,2.61459311743756,4.48485751557927,9.337150677300563,1.87569785370267
48,Algeria,3.41005863171857,-2.43176827155777,-4.02120758476027,8.8831760602418,7.0297929546886095,8.508313187587289,7.99949367026033
49,Algeria,3.4397794306393497,-0.457373373449543,-1.87692214680873,1.25160087876874,12.6847509645769,9.039176355606628,8.47128104722174
50,Algeria,3.45606825988979,0.49579550070231104,-4.258420773116001,3.6517456694731703,11.3971107779249,15.681135588641748,9.53720440251184
51,Algeria,3.3870294026021304,-39.6857171791991,-8.65203643253975,20.334959279815102,20.536129646305803,23.08697738779568,8.7384275327045
52,Algeria,3.0746044814142994,14.792359204502,-23.8728953056701,-16.416153606874598,-1.38605463037738,6.3178823425847686,2.24207182019342
53,Algeria,2.78518692004243,-10.7368897386579,63.3334622132439,-14.372730298036098,7.55411104032617,-7.907955092781515,-8.82612049275401
54,Algeria,2.6667018108059,21.6111284692461,18.452598025613803,2.10153197319684,-6.376965622265611,-15.515444575586214,-5.644733753801299
55,Algeria,2.52542969211884,41.019715492105206,-2.39951368656273,5.6872370187605,1.9648159782853702,8.068445203026629,11.5764017921664
56,Algeria,2.41331301100544,-7.7544625580289805,-30.8589952705049,-19.2723428249751,-34.2696102658525,-30.98481460906164,-24.5927682139016
57,Algeria,2.35096132782299,-8.6222222428358,4.27566008737032,1.43202516621556,13.3306978192449,21.933612376254086,5.45592230530451
58,Algeria,2.26565401177039,-11.379579733520501,2.9589576464940697,-1.67106828996065,11.047957977899301,11.981025417113946,3.5461910527718903
59,Algeria,2.13011637975959,-9.58549731670905,5.0347992807163005,-7.31752620898407,-15.731797249079401,-20.546309347569608,-16.7487381038576
60,Algeria,1.93655683790883,14.4549121531964,6.75400999349991,-0.494213504325979,-2.8284553484207797,-5.188565523596999,-0.8486101846033929
61,Algeria,1.77895782228134,27.664798131747,-15.682827680355999,-11.346442677718999,4.1326723670317795,3.731464571430698,11.5907304270912
62,Algeria,1.69537072643386,1.61296505000823,-5.4488667375377,-4.71185350935294,3.0368213149301,7.619815623666204,2.63079444565812
63,Algeria,1.5220400602781101,-23.4605034617015,8.38657779935299,17.437914136656403,7.08909605361978,7.6016915817002095,0.0219498329098621
64,Algeria,1.40825288354076,23.3067949998803,-0.801695299727933,-3.1050608806327498,-5.175705594224549,-4.7658754896579,0.9401686974166429
65,Algeria,1.4121690763186698,68.3428273514766,2.5608723109931097,0.9174696834385541,-9.14417835276406,-8.851050771431336,12.643178761834099
66,Algeria,1.3854402951054998,-12.8620560824967,6.06725652701249,17.4344902443622,5.95137575199726,8.677891543800854,0.7131119972288759
67,Algeria,1.3580052040023702,0.33388410146466496,20.6952735372328,16.345375680810598,5.373537836644161,8.672675326157298,3.2012030793314903
68,Algeria,1.3634502605179097,29.091009598718,11.0781470308956,17.3620650383235,11.1506060355903,14.285645754703324,19.4382156348275
69,Algeria,1.41722191836051,31.672601159415496,35.0741979315782,37.854037379263794,19.019997091746603,16.985543947659966,25.740752657645196
70,Algeria,1.37342800807107,42.5311896010715,13.5110843957289,15.093508566150902,4.483286120519111,0.5452750895974523,20.7042785505155
71,Algeria,1.4515717446139198,17.2573460782782,3.2534559120715296,8.07746979974943,7.69777142509822,11.233135559811911,13.5922330097087
72,Algeria,1.6412313055629,11.220610059393598,30.8642107134508,31.772793451841697,16.3968663734834,19.56817953330059,15.3846153846153
73,Algeria,1.7236581389141297,29.1250694557617,46.2559891542282,37.2699562492871,26.855551660124803,43.69749183138294,26.666666666666604
74,Algeria,1.8121272591241397,-40.8375141096255,0.478082822800063,0.710202437451767,-0.684117805571027,-1.906091222210915,-19.8830409356725
75,Algeria,1.87608337836444,27.6953837305612,2.68332231812342,3.83863078651012,12.7691326937675,25.35842561664552,17.5182481751824
76,Algeria,1.91652835548432,25.1807846122825,13.269007242500901,13.967551319172198,25.1534787104141,48.857410902270004,24.223602484472
77,Algeria,1.9621032346044298,-0.59070558547748,3.8968909725177903,7.54957368457445,5.76923076923077,2.7524153828376363,4.49999999999999
78,Algeria,1.98618308585407,-9.67754654305468,6.970834447819559,11.1771017307073,2.7272727272727297,-5.470821592505058,0.478468899521522
79,Algeria,1.9987618098712399,-7.24659002875203,7.048924262886361,7.01647512896914,6.19469026548673,5.383733519962507,1.9047619047618898
80,Algeria,2.02007896353804,-40.47446156951529,-11.193880166079,-13.4646257207786,-13.333333333333302,-15.429429352431312,-22.429906542056
81,Algeria,2.01343322285318,-13.1491820284953,-7.462887038742861,-3.5873940780000098,-2.88461538461538,-6.580197766360973,-3.6144578313252995
82,Algeria,1.97627729504374,15.249101229851401,-0.880239707870889,1.61170050156222,3.96039603960396,-3.580054646363417,6.25
83,Algeria,1.92155413339758,17.5000570194906,1.3044525868082,-0.29025804048619,-0.9523809523809491,-6.354008916488253,2.9411764705882204
84,Algeria,1.8564668830284,-13.7495018702094,-11.2809486651961,-6.768260591056159,1.9230769230769098,4.374450634067517,-1.7142857142857097
85,Algeria,1.74755079970274,-34.7386504421705,-18.747650629402898,-16.8014816734761,-8.46712266698113,-13.073185139803345,-15.116279069767401
86,Algeria,1.6715193382918798,71.64769949276571,6.5294322632360995,-2.9139734181566697,4.09704320914301,3.985671913831968,11.6438356164383
87,Andorra,7.08188725260294,30.0266406373646,36.3136706280118,32.888520742351,25.942666766218,25.37568999546949,26.852220393780105
89,Andorra,6.83689558514366,32.8253376165406,42.0706529211282,39.7493415599232,32.4427210052737,32.82113730097689,33.0005621228224
90,Andorra,6.60025417127865,22.4068336630824,54.83809401574229,37.2409576285316,25.446156075742397,28.761415114196343,23.6774484706874
91,Andorra,6.295427450678769,10.7488270825018,6.509322872786179,11.5505819694857,19.0667156494694,24.606270420167185,17.986810201744603
92,Andorra,5.98408104196817,4.8521610841514695,8.20444557455537,-2.53889796119053,6.341495539597241,11.542749678936849,3.2580188687391503
93,Andorra,5.64962108281559,17.844762725044397,1.5493719495488,3.6811306785643194,11.104618754963901,13.78780660479757,11.7535251756324
94,Andorra,5.25057352418494,27.0129287774019,5.5225765576120995,11.1784730363061,20.1293383965548,25.733433443083385,21.268789589519898
95,Andorra,4.81365506231963,31.9223751441008,36.3722478271342,30.251017046325998,35.504248394855104,39.236421491227816,33.610717714513896
96,Andorra,4.30261847577764,13.106016589948599,32.547146172089704,12.184776212588199,11.082316807130498,13.934931019191787,8.46298086543311
97,Andorra,3.86397461458538,-0.7070338439159599,-3.63931892913886,-18.8119402818534,-11.327811946242,-6.863670831238732,-12.8578349121521
98,Andorra,4.35558439451699,0.7571838379507808,-1.0591737323305699,-3.8864675286356003,-3.5438892471681402,-2.1988183718866683,-3.35959908553846
99,Andorra,4.75154153064925,-2.00729689957492,-7.6923825502258705,-16.0866196236022,-13.019247969132199,-10.183405234138199,-12.7860892470559
100,Andorra,4.32578155916105,12.4359194327301,-1.5348188968219798,-4.568766302453491,-1.4012964989091798,-0.9001752014364817,0.678077056504755
101,Andorra,3.85955762072971,2.8889115101969804,3.8228455387162996,6.18958988917537,5.03144330962683,6.941875740602899,5.050360518764791
102,Andorra,4.09961423451801,21.2357282664198,19.1872169043229,45.076113615781495,37.2875282237557,37.220125123318574,39.006805686644796
103,Andorra,4.45126630851879,23.5337761634969,37.5134797502894,35.1852955687516,27.636915185285503,31.02629146924965,26.826758798596302
104,Andorra,4.23848010916343,15.2048995005525,23.1911284679012,29.164682188166104,16.6191021709308,16.856532904928745,18.0150159685182
105,Andorra,3.99766383372941,5.8027142469299005,18.0551106506241,16.0395900668294,11.380190791005699,13.861710211893596,10.266246074111
106,Andorra,3.73748523402854,22.5155783991475,23.7768016575479,30.1307027101404,29.1100672505933,32.732589537753555,29.3530046381534
107,Andorra,3.4814911609326296,7.81641420519982,6.6612885539793805,4.287123713640771,8.40824242597275,12.019901558094315,7.57068070884063
108,Andorra,3.3354980697766603,12.2749655169411,9.71630635756988,1.11675421090056,11.511242794189402,15.03048970831726,9.31452736388989
109,Andorra,3.26973098475986,-8.94660534488238,-19.078949669996398,-25.76923451771,-16.277395365824198,-14.247175058511074,-16.7688385843101
110,Andorra,3.1797281763472793,15.8851289357996,12.0252522837141,1.9228153435550501,0.0700934718425694,-2.1746413537455545,1.03801176291962
